Address,x_coord,y_coord,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2
600 N LECLAIRE AVE ,1142167.07201,1903572.33143,412,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House,600 N. Leavitt ,,6666726,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
1501 W WELLINGTON AVE ,1165749.38192,1919926.92402,2104,DFSS_AgencySiteLies_2012.csv,Chicago Youth Centers Mt. Moriah-Taylor,1501 N. Harding ,60651,2785837,,,,,,,Chicago Youth Centers,,,,,,,,,,,www.chicagoyouthcenters.org,Harry Wells,Elizabeth Heilbronn ,,,,,,
1401 S SACRAMENTO AVE ,1157714.1178,1890859.11847,560,CPS_Early_Childhood_Portal_scrape.csv, Herzl CPC,1401 S. Hamlin ,,5341751,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
1401 S SACRAMENTO AVE ,1157722.44431,1891486.69563,2563,ECE Chicago Find a School scrape.csv, Herzl (CPC),1401 S. Hamlin ,60623,5341751,,,,,,North Lawndale,,,,,,,,,,,,,CPC-FD,,,,,,,
2820 N NEWCASTLE AVE ,1130192.13488,1918090.92711,2243,DFSS_AgencySiteLies_2012.csv,Mary Crane League Mary Crane Center (West),2820 N. Leavitt ,60618,9388130,,,,,,,Mary Crane League,,,,,,,,,,,www.marycrane.org,Lavetter Terry,Martuice Williams ,,,,,,
2905 N FAIRFIELD AVE ,1157608.44187,1919244.96106,2642,ECE Chicago Find a School scrape.csv, Mary Crane North,2905 N. Leavitt ,60618,3485528,,,,,,North Center,,,,,,,,,,,,,CP,,,,,,,
1802 W RACE AVE ,1164231.08164,1903838.88699,2942,NAEYC_accreditation.csv, Lutheran Day Nursery,1802 North Fairfield  ,60647,4864222,,,,,,,,,,,,,,,,,,http://www.lutherandaynursery.org,,,,08/01/16,602295,Ldn1802@sbcglobal.net,,
1814 S FAIRFIELD AVE ,1158242.577,1891086.52279,2394,ECE Chicago Find a School scrape.csv, Chicago Commons Guadalupano,1814 S. Paulina ,60608,6663883,,,,,,Lower West Side,,,,,,,,,,,,,CP,,,,,,,
2905 N NEWCASTLE AVE ,1130330.85867,1918599.61229,2640,ECE Chicago Find a School scrape.csv, Mary Crane,2905 N. Leavitt ,60618,3485528,,,,,,North Center,,,,,,,,,,,,,CP,,,,,,,
2141 S SPAULDING AVE ,1154792.13512,1889388.53205,283,CPS_Early_Childhood_Portal_scrape.csv, Chinese American Service League,2141 S. Tan Ct. ,,7910454,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
3430 N PAGE AVE ,1121671.42269,1921886.42711,2108,DFSS_AgencySiteLies_2012.csv,Chicago Youth Centers Rachel's 1,3430 W. Roosevelt Rd ,60624,5330444,,,,,,,Chicago Youth Centers,,,,,,,,,,,www.chicagoyouthcenters.org,Harry Wells,Carol Quinn ,,,,,,
3500 W ADAMS ST ,1152994.74311,1898934.23851,2029,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Lawndale Comm. Academy,3500 W. Douglas Blvd ,60623,5341635,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Wilard Willette,,,,,,
1001 N PINE AVE ,1139419.24046,1906204.61075,218,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals - Gilchrist Marchman,1001 W. Roosevelt Rd ,,4927402,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
1001 W ADAMS ST ,1169729.7315,1899167.2697,2849,ECE Chicago Find a School scrape.csv, YMCA Duncan,1001 W. Roosevelt Rd ,60608,7385443,,,,,,Near West Side,,,,,,,,,,,,,CP,,,,,,,
6333 W 64TH PL ,1135169.38176,1860991.22649,1100,CPS_Early_Childhood_Portal_scrape.csv, Lovett,6333 W. Bloomingdale ,,5343130,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
857 N MAY ST ,1168989.24311,1906154.28851,2691,ECE Chicago Find a School scrape.csv, North Kenwood Day Care Ctr.,857 E. Pershing Rd. ,60653,2682223,,,,,,Oakland,,,,,,,,,,,,,CP,,,,,,,
2507 S SPRINGFIELD AVE ,1150855.78484,1887004.36538,2114,DFSS_AgencySiteLies_2012.csv,Christopher House Greenview,2507 N. Greenview ,60614,4721083,,,,,,,Christopher House,,,,,,,,,,,www.christopherhouse.org,Lori Baas,Aimee Washington,,,,,,
2507 N NEW ENGLAND AVE ,1130072.13021,1915965.20797,2419,ECE Chicago Find a School scrape.csv, Christopher House Greenview,2507 N. Greenview ,60614,4721083,,,,,,Lincoln Park,,,,,,,,,,,,,CP,,,,,,,
6145 S NAGLE AVE ,1134541.08068,1862898.2697,1506,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS FISKE, JOHN",6145 SOUTH INGLESIDE ,60637,5350990,,,,,,,CHICAGO PUBLIC SCHOOLS,WOODLAWN,,,,,Ms. Cynthia  Miller,Yes,No,No,,,,,,,,,,
2929 N WASHTENAW AVE ,1157938.4952,1919490.39933,313,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Near South,2929 S. Wabash ,,7910424,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4225 N CENTRAL PARK AVE ,1151707.07626,1927952.66013,2744,ECE Chicago Find a School scrape.csv, Robinson,4225 S. Lake Park ,60653,5351777,,,,,,Oakland,,,,,,,,,,,,,HS-HD,,,,,,,
4314 N TROY ST ,1154531.87659,1928601.24192,365,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Center - King,4314 S. Cottage Grove ,,7472310,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
1701 W BEVERLY GLEN PKWY ,1166694.14591,1838612.67711,2164,DFSS_AgencySiteLies_2012.csv,Erie Neighborhood House Erie Community Center,1701 W. Superior ,60622,5635800,,,,,,,Erie Neighborhood House,,,,,,,,,,,www.eriehouse.org,Celena Roldan,Celena Roldan,,,,,,
3651 W 79TH ST ,1153202.45145,1851863.75427,717,CPS_Early_Childhood_Portal_scrape.csv, Monroe,3651 W. Schubert ,,5344155,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
3651 W 80TH ST ,1153238.32105,1851219.50427,2662,ECE Chicago Find a School scrape.csv, Monroe,3651 W. Schubert ,60647,5344155,,,,,,Logan Square,,,,,,,,,,,,,HS-HD,,,,,,,
501 N CLINTON ST ,1172433.60229,1903633.06766,2848,ECE Chicago Find a School scrape.csv, YMCA Austin,501 N. Central ,60644,2879120,,,,,,Austin,,,,,,,,,,,,,CP,,,,,,,
1212 S TROY ST ,1155493.74635,1894438.48266,1315,CPS_Early_Childhood_Portal_scrape.csv, South Loop,1212 S. Plymouth ,,5348690,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
1631 E 92ND PL ,1188872.16674,1843898.52587,584,CPS_Early_Childhood_Portal_scrape.csv, Gale,1631 W. Jonquil Tr. ,,5342100,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
1631 W 38TH PL ,1165970.22533,1879131.51353,2519,ECE Chicago Find a School scrape.csv, Gale,1631 W. Jonquil Tr. ,60626,5342100,,,,,,Rogers Park,,,,,,,,,,,,,HS-HD,,,,,,,
2728 N MONTICELLO AVE ,1151501.31568,1918036.74192,665,CPS_Early_Childhood_Portal_scrape.csv, Zapata,2728 S. Kostner ,,5341390,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
3401 W 61ST PL ,1154733.11504,1863563.09995,2868,NAEYC_accreditation.csv, Albany Park Community Center,3401 West Ainslie  ,60625,5395907,,,,,,,,,,,,,,,,,,http://www.apcc-chgo.org,,,,09/30/12,415663,wthompson@apcc-chgo.org,,
1345 N CAMPBELL AVE ,1159561.82786,1909061.14624,199,CPS_Early_Childhood_Portal_scrape.csv, Von Humboldt CPC,1345 N. Rockwell ,,5344668,,Child Parent Center,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
5120 S NARRAGANSETT AVE ,1134502.96412,1869824.64624,390,CPS_Early_Childhood_Portal_scrape.csv, South East Asia Center Broadway,5120 N. Broadway ,,9890960,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
5144 W BLOOMINGDALE AVE ,1141776.05234,1911546.50427,392,CPS_Early_Childhood_Portal_scrape.csv, Kids Hope United - CDC,5144 N. Lakewood ,,3245612,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
2345 S MICHIGAN AVE ,1177702.54311,1888679.13851,1975,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Cardenas, Lazaro",2345 S. Millard ,60623,5341475,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Jeremy Feiwell,,,,,,
1865 N WILMOT AVE ,1160906.94311,1912636.23851,606,CPS_Early_Childhood_Portal_scrape.csv, Esmond,1865 W. Montvale ,,5352650,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
6401 S LAFLIN ST ,1167511.68569,1862254.68019,162,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Teddy Bear 3 Pulaski,6401 S Pulaski RD ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
2820 N NARRAGANSETT AVE ,1133195.75027,1918146.7697,312,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane West,2820 N. Leavitt ,,3485528,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
2905 N NARRAGANSETT AVE ,1133319.44122,1918671.48884,2242,DFSS_AgencySiteLies_2012.csv,Mary Crane League Mary Crane Center (North),2905 N. Leavitt ,60618,9388130,,,,,,,Mary Crane League,,,,,,,,,,,www.marycrane.org,Lavetter Terry,Martuice Williams ,,,,,,
4701 N CHESTER AVE ,1118789.87276,1930327.44254,2117,DFSS_AgencySiteLies_2012.csv,Christopher House Uptown,4701 N. Winthrop ,60640,7694540,,,,,,,Christopher House,,,,,,,,,,,www.christopherhouse.org,Lori Baas,Karen Ross William,,,,,,
3444 N KEATING AVE ,1144126.94311,1922663.93851,2797,ECE Chicago Find a School scrape.csv, Stowe (Blended),3444 W. Wabansia ,60647,5344175,,,,,,Humboldt Park,,,,,,,,,,,,,HS-HD,,,,,,,
1621 N KEATING AVE ,1144545.23248,1910477.39933,2353,ECE Chicago Find a School scrape.csv, Burr,1621 W. Wabansia ,60622,5344090,,,,,,West Town,,,,,,,,,,,,,TB,,,,,,,
4644 W SUPERIOR ST ,1145013.84277,1904629.75118,2168,DFSS_AgencySiteLies_2012.csv,Firman Community Services Firman West II SA 4644 S. Dearborn,4644 S. Dearborn ,60609,3733400,,,,,,,Firman Community Services,,,,,,,,,,, www.firmancs.org,Marguerite Young,Dontrease Thomas,,,,,,
2325 S LAFLIN ST ,1166916.42932,1888476.18945,292,CPS_Early_Childhood_Portal_scrape.csv, El Hogar Del Nino California,2325 S. California ,,,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
5160 S KOLIN AVE ,1148171.70512,1869834.08452,2161,DFSS_AgencySiteLies_2012.csv,El Valor Teddy Bear 5,5160 S Pulaski Rd. ,60632,2847030,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Mary Zirngibl,,,,,,
1621 N NEWLAND AVE ,1129928.76813,1910142.33143,2354,ECE Chicago Find a School scrape.csv, Burr,1621 W. Wabansia ,60622,5344090,,,,,,West Town,,,,,,,,,,,,,PFA-REG,,,,,,,
4423 N KOSTNER AVE ,1146125.28685,1929164.92711,2077,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Stockton, Joseph",4423 N. Magnolia ,60640,5342510,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Jill Besenjak,,,,,,
4910 S TRIPP AVE ,1148786.25272,1871658.64624,2507,ECE Chicago Find a School scrape.csv, Firman Community Svcs East,4910 S. King Drive ,60615,3733400,,,,,,Grand Boulevard,,,,,,,,,,,,,CP,,,,,,,
316 N PARKSIDE AVE ,1138428.14894,1901658.2018,98,CPS_Early_Childhood_Portal_scrape.csv, Bethel New Life - Lake and Pulaski,316 N Pulaski Rd ,,2653830,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
7222 S WESTERN AVE ,1161548.36583,1856578.77587,1911,DFSS_AgencySiteLies_2012.csv,"Ada S. McKinley
Community Services McKinley-Ersula Howard",7222 S. Exchange ,60649,2219711,,,,,,,"Ada S. McKinley
Community Services",,,,,,,,,,,www.adasmckinley.org,"George Jones, Jr.",Joni Rudds,,,,,,
2326 W SUPERIOR ST ,1160640.62027,1905017.1555,293,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Gentry,2326 S. Dearborn ,,8428557,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
7059 N MOSELLE AVE ,1135640.24705,1946200.63699,1625,chapin_dfss_providers_2011_070212.csv,CHRISTOPHER HOUSE ROGERS PARK,7059 N GREENVIEW ,60626,2745477,,,,,,,CHRISTOPHER HOUSE,ROGERS PARK,,,,,Joni Rudds,Yes,No,Yes,"7073PS(HS Collaboration with Childcare & PreK), 4147PS(Child",,,,,,,,,
1621 N KIMBALL AVE ,1153527.14591,1910699.68019,955,CPS_Early_Childhood_Portal_scrape.csv, Burr,1621 W. Wabansia ,,5344090,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
3901 W IRVING PARK RD ,1149632.70964,1926220.39007,351,CPS_Early_Childhood_Portal_scrape.csv," Kidwatch Plus, Inc.",3901 N. Ridgeway ,,5395431,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
11410 S EGGLESTON AVE ,1175256.70651,1829159.60612,233,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Roseland,11410 S. Edbrooke ,,4681918,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
1711 N MAPLEWOOD AVE ,1159167.91462,1911362.08452,2664,ECE Chicago Find a School scrape.csv, Moos,1711 N. California ,60647,5344340,,,,,,West Town,,,,,,,,,,,,,PFA-REG,,,,,,,
4300 N MC VICKER AVE ,1135164.32515,1928014.55057,362,CPS_Early_Childhood_Portal_scrape.csv, Korean American Community Services,4300 N. California ,,5838281,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
410 N TROY ST ,1155234.33534,1902657.30365,2827,ECE Chicago Find a School scrape.csv," Ward, Laura",410 N. Monticello ,60624,5346440,,,,,,Humboldt Park,,,,,,,,,,,,,HS-HD,,,,,,,
8914 S BALTIMORE AVE ,1198381.36289,1846343.46106,2811,ECE Chicago Find a School scrape.csv," Thorp, J.N.",8914 S. Buffalo ,60617,5356250,,,,,,South Chicago,,,,,,,,,,,,,HS-HD,,,,,,,
412 S DEARBORN ST ,1175924.00754,1898423.71723,2656,ECE Chicago Find a School scrape.csv, Melody,412 S. Keeler ,60624,5346850,,,,,,West Garfield Park,,,,,,,,,,,,,PFA-REG,,,,,,,
6710 S MAY ST ,1169704.58438,1860248.03976,1113,CPS_Early_Childhood_Portal_scrape.csv, Boone,6710 N. Washtenaw ,,5342160,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
850 W 51ST PL ,1171289.84311,1870761.63851,2420,ECE Chicago Find a School scrape.csv, Christopher House Lakeshore,850 W. Eastwood ,60640,2719403,,,,,,Uptown,,,,,,,,,,,,,CP,,,,,,,
850 W 51ST ST ,1171289.80264,1871097.58143,463,CPS_Early_Childhood_Portal_scrape.csv, Christopher House Lakeshore,850 W. Eastwood ,,2719403,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4846 W HOMER ST ,1143565.03975,1912604.93019,2651,ECE Chicago Find a School scrape.csv, McCutcheon,4846 N. Sheridan Rd ,60640,5342680,,,,,,Uptown,,,,,,,,,,,,,HS-HD,,,,,,,
7510 W ROSEDALE AVE ,1125249.62142,1937870.82217,2222,DFSS_AgencySiteLies_2012.csv,Howard Area Community Center HOWARD AREA,7510 N. Ashland ,60626,2626622,,,,,,,Howard Area Community Center,,,,,,,,,,,www.howardarea.org,Bruce Rasey,Stephania Koliarakis,,,,,,
4650 W DIVERSEY AVE ,1144709.47964,1918566.97958,2572,ECE Chicago Find a School scrape.csv, Home of Life Just For You,4650 W. Madison ,60644,6268655,,,,,,Austin,,,,,,,,,,,,,CP,,,,,,,
1539 E 83RD PL ,1188066.33367,1849847.30674,2234,DFSS_AgencySiteLies_2012.csv,Marcy Newberry Association Marcy Center,1539 S. Springfield ,60623,7622300,,,,,,,Marcy Newberry Association,,,,,,,,,,,www.marcy-newberry.org,Gertrude Ricks,Barbara Tucker ,,,,,,
1119 N CHRISTIANA AVE ,1153858.54993,1907320.19563,2021,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Jenner Academy of the Arts, Edward",1119 N. Cleveland ,60610,5348440,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Berlinder Fry,,,,,,
1009 N CLARK ST ,1175551.43434,1907222.59686,517,CPS_Early_Childhood_Portal_scrape.csv, Jenner,1009 N. Cleveland ,,5348440,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
1119 W ROOSEVELT RD ,1169034.34311,1894770.13851,2585,ECE Chicago Find a School scrape.csv, Jenner,1119 N. Cleveland ,60610,5348440,,,,,,Near North Side,,,,,,,,,,,,,HS-HD,,,,,,,
4540 N CENTRAL PARK AVE ,1151496.14145,1930105.08452,1326,CPS_Early_Childhood_Portal_scrape.csv, Waters,4540 N. Campbell ,,5345090,,Tuition Based Preschool,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4652 S VINCENNES AVE ,1180341.64311,1874069.53851,2540,ECE Chicago Find a School scrape.csv, Hamline (Yr Round),4652 S. Bishop ,60609,5354520,,,,,,New City,,,,,,,,,,,,,HS-HD,,,,,,,
1865 E 71ST ST ,1190037.86888,1858189.21106,1504,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS ESMOND ELEMENTARY,1865 WEST MONTVALE ,60643,5352650,,,,,,,CHICAGO PUBLIC SCHOOLS,MORGAN PARK,,,,,Dr. Angela  Tucker,Yes,No,No,,,,,,,,,,
7 S WABASH AVE ,1176962.07425,1900336.42711,169,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Garfield Head Start/Child Developmental Center- YMCA,7 N Homan Ave ,,2653900,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
1234 N LAMON AVE ,1143417.41611,1907954.48575,2358,ECE Chicago Find a School scrape.csv, Cameron,1234 N. Monticello ,60651,5344290,,,,,,Humboldt Park,,,,,,,,,,,,,HS-HD,,,,,,,
8358 S ANTHONY AVE ,1190620.61234,1849817.36847,2781,ECE Chicago Find a School scrape.csv, South Harper Montessori Sch,8358 S. Stony Island ,60617,7340303,,,,,,Avalon Park,,,,,,,,,,,,,CP,,,,,,,
8358 S HOYNE AVE ,1163741.25981,1848982.64624,2780,ECE Chicago Find a School scrape.csv, South Harper 0-3,8358 S. Stony Island ,60617,7340303,,,,,,Avalon Park,,,,,,,,,,,,,CP,,,,,,,
5900 N OCONTO AVE ,1126920.39591,1938662.36847,1091,CPS_Early_Childhood_Portal_scrape.csv, Swift,5900 N. Winthrop ,,5342695,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
3252 N OLCOTT AVE ,1125427.41746,1920953.42711,1016,CPS_Early_Childhood_Portal_scrape.csv, Nettelhorst,3252 N. Broadway ,,5345810,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
3252 N MENARD AVE ,1137076.81842,1921268.86229,2680,ECE Chicago Find a School scrape.csv, Nettelhorst,3252 N. Broadway ,60657,5345810,,,,,,Lake View,,,,,,,,,,,,,TB,,,,,,,
3320 W BEACH AVE ,1153861.04311,1909510.73851,2637,ECE Chicago Find a School scrape.csv, Marin/ Lowell,3320 W. Evergreen ,60651,5344300,,,,,,Humboldt Park,,,,,,,,,,,,,PFA-REG,,,,,,,
3252 N NEENAH AVE ,1132018.57459,1921114.30365,2679,ECE Chicago Find a School scrape.csv, Nettelhorst,3252 N. Broadway ,60657,5345810,,,,,,Lake View,,,,,,,,,,,,,PFA-REG,,,,,,,
4222 S UNION AVE ,1172269.30478,1876607.08452,1372,chapin_ounce_providers_2011_071112.csv,"SGA Youth and Family Services
(Partner) SGA EHS/HS Home Based Program ","4222 South Archer
",60632,4474356,,,,,"SGA Youth and Family Services
(Partner)","Brighton Park
McKinley
Park","72
Early Head Start

50                             Head Start
","EHS Home-Based

HS Home Based",72,50,,,,,,,,,,,,,,,,
7453 W ADDISON ST ,1125566.6147,1922961.09995,1611,chapin_dfss_providers_2011_070212.csv,CHICAGO YOUTH CENTERS KIDS R US,7453 S VINCENNES ,60621,8465437,,,,,,,CHICAGO YOUTH CENTERS,GREATER GRAND CROSSING,,,,,Tammy Oliver,Yes,No,No,,,,,,,,,,
6700 N LORON AVE ,1136343.07695,1944166.18945,2598,ECE Chicago Find a School scrape.csv, Kilmer,6700 N. Greenview ,60626,5342115,,,,,,Rogers Park,,,,,,,,,,,,,PFA-REG,,,,,,,
4225 N MEADE AVE ,1135002.32668,1927567.33143,734,CPS_Early_Childhood_Portal_scrape.csv, Robinson,4225 S. Lake Park ,,5351777,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
5120 N KOLMAR AVE ,1145003.64591,1933728.02279,2779,ECE Chicago Find a School scrape.csv, South East Asia Com Broadway,5120 N. Broadway ,60640,9890960,,,,,,Uptown,,,,,,,,,,,,,CP,,,,,,,
1701 W FOSTER AVE ,1164004.14311,1934502.23851,2495,ECE Chicago Find a School scrape.csv, Erie House,1701 W. Superior ,60622,5635800,,,,,,West Town,,,,,,,,,,,,,CP,,,,,,,
3763 N OCTAVIA AVE ,1126815.49737,1924275.48884,2291,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,LaVonna Loving,,,,,,
4865 N ASHLAND AVE ,1164876.17454,1932657.2697,906,CPS_Early_Childhood_Portal_scrape.csv, McCutcheon,4865 N. Sheridan Rd ,,5342680,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4753 N MALDEN ST ,1166684.43342,1931892.86847,2126,DFSS_AgencySiteLies_2012.csv,Easter Seals Society of Metropolitan Chicago First Start Children's Academy,4753 W. Washington Blvd ,60644,3794928,,,,,,,Easter Seals Society of Metropolitan Chicago,,,,,,,,,,,www.easterseaslchicago.org,Barbara Zawacki,P. Cachet Cook,,,,,,
2306 W 71ST ST ,1162194.91379,1857609.27896,1496,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS DETT, R. NATHANIEL",2306 WEST MAYPOLE ,60612,5347160,,,,,,,CHICAGO PUBLIC SCHOOLS,NEAR WEST SIDE,,,,,Ms. Deborah J.  Bonner,Yes,No,No,,,,,,,,,,
2306 W 51ST ST ,1161773.03888,1870930.10149,1990,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Dett, R. Nathaniel",2306 West Maypole ,60612,5347160,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Deborah J. Bonner,,,,,,
744 E 82ND ST ,1182759.97575,1850854.10612,1461,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION NIA FAMILY CENTER,744 N MONTICELLO ,60612,7220115,,,,,,,CHICAGO COMMONS ASSOCIATION,HUMBOLDT PARK,,,,,Sharon Gibson,Yes,No,Yes,"2633IT(Child Care IT Center), 3404PS(HS Collaboration with C",,,,,,,,,
214 N LAPORTE AVE ,1143257.04822,1901203.48884,622,CPS_Early_Childhood_Portal_scrape.csv, Spencer,214 N. Lavergne ,,5346150,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
4800 S KNOX AVE ,1146096.36658,1872351.48884,2980,NAEYC_accreditation.csv, St. Joseph Child Care Center,4800 South Paulina  ,60609,9272524,,,,,,,,,,,,,,,,,,,,,,02/01/17,502184,jwilliam@catholiccharities.net,,
4647 W ADAMS ST ,1145234.05241,1898619.47032,2221,DFSS_AgencySiteLies_2012.csv,Home of Life Community Dev. Corp. HOME OF LIFE JUST FOR YOU (773)-626-8655,4647 W. Washington ,60644,,,,,,,,Home of Life Community Dev. Corp.,,,,,,,,,,,www.homeoflife.org,Delores Sheppard,Diane Congress,,,,,,
4647 W GRACE ST ,1144464.24531,1924782.59378,375,CPS_Early_Childhood_Portal_scrape.csv, Home of Life Just for You,4647 W. Washington ,,6268655,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4754 N KEWANEE AVE ,1147911.32671,1931124.34686,380,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association Lincoln Square,4754 N. Leavitt ,,8789651,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
1234 W HOOD AVE ,1166765.24368,1941068.72032,1974,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Cameron, Daniel R.",1234 N. Monticello ,60651,5344290,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Stephen D Harden,,,,,,
8306 S DREXEL AVE ,1183601.62706,1850047.42711,1137,CPS_Early_Childhood_Portal_scrape.csv, Dixon,8306 S. St. Lawrence ,,5353834,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
5160 W SUNNYSIDE AVE ,1140891.89591,1929537.91322,1677,chapin_dfss_providers_2011_070212.csv,EL VALOR TEDDY BEAR 5 (5160 S PULASKI),5160 S PULASKI RD ,60632,2847030,,,,,,,EL VALOR,WEST ELSDON,,,,,Mary Zirngibl,Yes,No,No,,,,,,,,,,
6921 S RACINE AVE ,1169596.16564,1858789.52279,2816,ECE Chicago Find a School scrape.csv, Trinity UCC - Denton Brooks,6921 S. Stony Island  ,60649,9552818,,,,,,South Shore,,,,,,,,,,,,,CP,,,,,,,
6921 S OAKLEY AVE ,1162344.8304,1858609.64624,427,CPS_Early_Childhood_Portal_scrape.csv, Trinity United Church of Christ Denton Brooks,6921 S. Stony Island ,,9552818,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
2974 W ROSCOE ST ,1155766.41698,1922440.05982,1350,IDHS_child_care_provider_list.csv, Mary Crane League,2974 North Clybourn Avenue,60618,9388157,"(773)
325-2530",,,9356-4723-5433-005,,,,,,,,,,,,,,,,,,,,,,
7601 W FOREST PRESERVE AVE ,1124669.89199,1924311.78513,447,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers Rebecca K. Crown,7601 S. Phillips ,,7310444,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
